file_id,species,processed_path,spectrogram_path,preview_path,duration_sec,sample_rate
mixkit-wild-lion-animal-roar-6,not_frogs,data\processed\not_frogs\mixkit-wild-lion-animal-roar-6.wav,data\spectrograms\not_frogs\mixkit-wild-lion-animal-roar-6.npy,data\spectrograms\preview\not_frogs\mixkit-wild-lion-animal-roar-6.png,10.0,22050
ML183894,green_tree_frog,data\processed\green_tree_frog\ML183894.wav,data\spectrograms\green_tree_frog\ML183894.npy,data\spectrograms\preview\green_tree_frog\ML183894.png,10.0,22050
mixkit-cartoon-kitty-begging-meow-92,not_frogs,data\processed\not_frogs\mixkit-cartoon-kitty-begging-meow-92.wav,data\spectrograms\not_frogs\mixkit-cartoon-kitty-begging-meow-92.npy,data\spectrograms\preview\not_frogs\mixkit-cartoon-kitty-begging-meow-92.png,10.0,22050
ML207897,northern_cricket_frog,data\processed\northern_cricket_frog\ML207897.wav,data\spectrograms\northern_cricket_frog\ML207897.npy,data\spectrograms\preview\northern_cricket_frog\ML207897.png,10.0,22050
ML506565811,american_toad,data\processed\american_toad\ML506565811.wav,data\spectrograms\american_toad\ML506565811.npy,data\spectrograms\preview\american_toad\ML506565811.png,10.0,22050
XC1012502_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC1012502_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC1012502_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC1012502_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML230137,southern_leopard_frog,data\processed\southern_leopard_frog\ML230137.wav,data\spectrograms\southern_leopard_frog\ML230137.npy,data\spectrograms\preview\southern_leopard_frog\ML230137.png,10.0,22050
ML207665,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\ML207665.wav,data\spectrograms\bird_voiced_tree_frog\ML207665.npy,data\spectrograms\preview\bird_voiced_tree_frog\ML207665.png,10.0,22050
ML222935_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222935_(1).wav,data\spectrograms\copes_gray_treefrog\ML222935_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML222935_(1).png,10.0,22050
mixkit-strong-breathing-of-a-person-2232,not_frogs,data\processed\not_frogs\mixkit-strong-breathing-of-a-person-2232.wav,data\spectrograms\not_frogs\mixkit-strong-breathing-of-a-person-2232.npy,data\spectrograms\preview\not_frogs\mixkit-strong-breathing-of-a-person-2232.png,10.0,22050
ML179145,american_toad,data\processed\american_toad\ML179145.wav,data\spectrograms\american_toad\ML179145.npy,data\spectrograms\preview\american_toad\ML179145.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-86,green_tree_frog,data\processed\green_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-86.wav,data\spectrograms\green_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-86.npy,data\spectrograms\preview\green_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-86.png,10.0,22050
XC893912_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC893912_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC893912_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC893912_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML222926_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222926_(1).wav,data\spectrograms\copes_gray_treefrog\ML222926_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML222926_(1).png,10.0,22050
ML166451,american_bullfrog,data\processed\american_bullfrog\ML166451.wav,data\spectrograms\american_bullfrog\ML166451.npy,data\spectrograms\preview\american_bullfrog\ML166451.png,10.0,22050
380183,green_frog,data\processed\green_frog\380183.wav,data\spectrograms\green_frog\380183.npy,data\spectrograms\preview\green_frog\380183.png,10.0,22050
ML183849,green_tree_frog,data\processed\green_tree_frog\ML183849.wav,data\spectrograms\green_tree_frog\ML183849.npy,data\spectrograms\preview\green_tree_frog\ML183849.png,10.0,22050
XC991514_-_American_Toad_-_Anaxyrus_americanus,american_toad,data\processed\american_toad\XC991514_-_American_Toad_-_Anaxyrus_americanus.wav,data\spectrograms\american_toad\XC991514_-_American_Toad_-_Anaxyrus_americanus.npy,data\spectrograms\preview\american_toad\XC991514_-_American_Toad_-_Anaxyrus_americanus.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-69,southern_leopard_frog,data\processed\southern_leopard_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-69.wav,data\spectrograms\southern_leopard_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-69.npy,data\spectrograms\preview\southern_leopard_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-69.png,10.0,22050
XC982934_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis,copes_gray_treefrog,data\processed\copes_gray_treefrog\XC982934_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.wav,data\spectrograms\copes_gray_treefrog\XC982934_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.npy,data\spectrograms\preview\copes_gray_treefrog\XC982934_-_Cope's_Gray_Treefrog_-_Dryophytes_chrysoscelis.png,10.0,22050
ML224657,american_bullfrog,data\processed\american_bullfrog\ML224657.wav,data\spectrograms\american_bullfrog\ML224657.npy,data\spectrograms\preview\american_bullfrog\ML224657.png,10.0,22050
ML209112,american_toad,data\processed\american_toad\ML209112.wav,data\spectrograms\american_toad\ML209112.npy,data\spectrograms\preview\american_toad\ML209112.png,10.0,22050
mixkit-female-microphone-countdown-341,not_frogs,data\processed\not_frogs\mixkit-female-microphone-countdown-341.wav,data\spectrograms\not_frogs\mixkit-female-microphone-countdown-341.npy,data\spectrograms\preview\not_frogs\mixkit-female-microphone-countdown-341.png,10.0,22050
340142,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\340142.wav,data\spectrograms\eastern_narrow_mouthed_toad\340142.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\340142.png,10.0,22050
ML209181,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML209181.wav,data\spectrograms\copes_gray_treefrog\ML209181.npy,data\spectrograms\preview\copes_gray_treefrog\ML209181.png,10.0,22050
ML635628678,spring_peeper,data\processed\spring_peeper\ML635628678.wav,data\spectrograms\spring_peeper\ML635628678.npy,data\spectrograms\preview\spring_peeper\ML635628678.png,10.0,22050
ML44552,american_bullfrog,data\processed\american_bullfrog\ML44552.wav,data\spectrograms\american_bullfrog\ML44552.npy,data\spectrograms\preview\american_bullfrog\ML44552.png,10.0,22050
ML638146198,green_frog,data\processed\green_frog\ML638146198.wav,data\spectrograms\green_frog\ML638146198.npy,data\spectrograms\preview\green_frog\ML638146198.png,10.0,22050
mixkit-campfire-night-wind-1736,not_frogs,data\processed\not_frogs\mixkit-campfire-night-wind-1736.wav,data\spectrograms\not_frogs\mixkit-campfire-night-wind-1736.npy,data\spectrograms\preview\not_frogs\mixkit-campfire-night-wind-1736.png,10.0,22050
Southern_Leopard_Frog___Rana_sphenocephala,southern_leopard_frog,data\processed\southern_leopard_frog\Southern_Leopard_Frog___Rana_sphenocephala.wav,data\spectrograms\southern_leopard_frog\Southern_Leopard_Frog___Rana_sphenocephala.npy,data\spectrograms\preview\southern_leopard_frog\Southern_Leopard_Frog___Rana_sphenocephala.png,10.0,22050
ML199698,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199698.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199698.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199698.png,10.0,22050
mixkit-child-laughing-happily-2263,not_frogs,data\processed\not_frogs\mixkit-child-laughing-happily-2263.wav,data\spectrograms\not_frogs\mixkit-child-laughing-happily-2263.npy,data\spectrograms\preview\not_frogs\mixkit-child-laughing-happily-2263.png,10.0,22050
American_Toad_Calling,american_toad,data\processed\american_toad\American_Toad_Calling.wav,data\spectrograms\american_toad\American_Toad_Calling.npy,data\spectrograms\preview\american_toad\American_Toad_Calling.png,10.0,22050
ML198477,northern_cricket_frog,data\processed\northern_cricket_frog\ML198477.wav,data\spectrograms\northern_cricket_frog\ML198477.npy,data\spectrograms\preview\northern_cricket_frog\ML198477.png,10.0,22050
ML183667,green_tree_frog,data\processed\green_tree_frog\ML183667.wav,data\spectrograms\green_tree_frog\ML183667.npy,data\spectrograms\preview\green_tree_frog\ML183667.png,10.0,22050
ML207889,northern_cricket_frog,data\processed\northern_cricket_frog\ML207889.wav,data\spectrograms\northern_cricket_frog\ML207889.npy,data\spectrograms\preview\northern_cricket_frog\ML207889.png,10.0,22050
ML222930_(2),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222930_(2).wav,data\spectrograms\copes_gray_treefrog\ML222930_(2).npy,data\spectrograms\preview\copes_gray_treefrog\ML222930_(2).png,10.0,22050
ML183804,green_tree_frog,data\processed\green_tree_frog\ML183804.wav,data\spectrograms\green_tree_frog\ML183804.npy,data\spectrograms\preview\green_tree_frog\ML183804.png,10.0,22050
ML638146166,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML638146166.wav,data\spectrograms\copes_gray_treefrog\ML638146166.npy,data\spectrograms\preview\copes_gray_treefrog\ML638146166.png,10.0,22050
ML183841,green_tree_frog,data\processed\green_tree_frog\ML183841.wav,data\spectrograms\green_tree_frog\ML183841.npy,data\spectrograms\preview\green_tree_frog\ML183841.png,10.0,22050
ML199717,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199717.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199717.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199717.png,10.0,22050
ML207914,green_tree_frog,data\processed\green_tree_frog\ML207914.wav,data\spectrograms\green_tree_frog\ML207914.npy,data\spectrograms\preview\green_tree_frog\ML207914.png,10.0,22050
ML219212,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML219212.wav,data\spectrograms\copes_gray_treefrog\ML219212.npy,data\spectrograms\preview\copes_gray_treefrog\ML219212.png,10.0,22050
XC972519_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC972519_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC972519_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC972519_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML183698,american_toad,data\processed\american_toad\ML183698.wav,data\spectrograms\american_toad\ML183698.npy,data\spectrograms\preview\american_toad\ML183698.png,10.0,22050
ML207038,southern_leopard_frog,data\processed\southern_leopard_frog\ML207038.wav,data\spectrograms\southern_leopard_frog\ML207038.npy,data\spectrograms\preview\southern_leopard_frog\ML207038.png,10.0,22050
ML209153,american_toad,data\processed\american_toad\ML209153.wav,data\spectrograms\american_toad\ML209153.npy,data\spectrograms\preview\american_toad\ML209153.png,10.0,22050
XC980159_-_Pickerel_Frog_-_Lithobates_palustris,pickerel_frog,data\processed\pickerel_frog\XC980159_-_Pickerel_Frog_-_Lithobates_palustris.wav,data\spectrograms\pickerel_frog\XC980159_-_Pickerel_Frog_-_Lithobates_palustris.npy,data\spectrograms\preview\pickerel_frog\XC980159_-_Pickerel_Frog_-_Lithobates_palustris.png,10.0,22050
XC1020611_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC1020611_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC1020611_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC1020611_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML635787545,american_toad,data\processed\american_toad\ML635787545.wav,data\spectrograms\american_toad\ML635787545.npy,data\spectrograms\preview\american_toad\ML635787545.png,10.0,22050
ML210604_-_2025-10-21T222403.481,pickerel_frog,data\processed\pickerel_frog\ML210604_-_2025-10-21T222403.481.wav,data\spectrograms\pickerel_frog\ML210604_-_2025-10-21T222403.481.npy,data\spectrograms\preview\pickerel_frog\ML210604_-_2025-10-21T222403.481.png,10.0,22050
ML194632,northern_cricket_frog,data\processed\northern_cricket_frog\ML194632.wav,data\spectrograms\northern_cricket_frog\ML194632.npy,data\spectrograms\preview\northern_cricket_frog\ML194632.png,10.0,22050
Fowler's_Toad_calling_(2),fowlers_toad,data\processed\fowlers_toad\Fowler's_Toad_calling_(2).wav,data\spectrograms\fowlers_toad\Fowler's_Toad_calling_(2).npy,data\spectrograms\preview\fowlers_toad\Fowler's_Toad_calling_(2).png,10.0,22050
ML642391590,spring_peeper,data\processed\spring_peeper\ML642391590.wav,data\spectrograms\spring_peeper\ML642391590.npy,data\spectrograms\preview\spring_peeper\ML642391590.png,10.0,22050
ML183875,green_tree_frog,data\processed\green_tree_frog\ML183875.wav,data\spectrograms\green_tree_frog\ML183875.npy,data\spectrograms\preview\green_tree_frog\ML183875.png,10.0,22050
mixkit-crickets-and-insects-in-the-wild-ambience-39_(1),not_frogs,data\processed\not_frogs\mixkit-crickets-and-insects-in-the-wild-ambience-39_(1).wav,data\spectrograms\not_frogs\mixkit-crickets-and-insects-in-the-wild-ambience-39_(1).npy,data\spectrograms\preview\not_frogs\mixkit-crickets-and-insects-in-the-wild-ambience-39_(1).png,10.0,22050
XC883640_-_American_Bullfrog_-_Aquarana_catesbeiana,american_bullfrog,data\processed\american_bullfrog\XC883640_-_American_Bullfrog_-_Aquarana_catesbeiana.wav,data\spectrograms\american_bullfrog\XC883640_-_American_Bullfrog_-_Aquarana_catesbeiana.npy,data\spectrograms\preview\american_bullfrog\XC883640_-_American_Bullfrog_-_Aquarana_catesbeiana.png,10.0,22050
ML184399,american_toad,data\processed\american_toad\ML184399.wav,data\spectrograms\american_toad\ML184399.npy,data\spectrograms\preview\american_toad\ML184399.png,10.0,22050
ML183733,green_tree_frog,data\processed\green_tree_frog\ML183733.wav,data\spectrograms\green_tree_frog\ML183733.npy,data\spectrograms\preview\green_tree_frog\ML183733.png,10.0,22050
ML230129-_2025-10-21T223247.707,pickerel_frog,data\processed\pickerel_frog\ML230129-_2025-10-21T223247.707.wav,data\spectrograms\pickerel_frog\ML230129-_2025-10-21T223247.707.npy,data\spectrograms\preview\pickerel_frog\ML230129-_2025-10-21T223247.707.png,10.0,22050
ML636464244,spring_peeper,data\processed\spring_peeper\ML636464244.wav,data\spectrograms\spring_peeper\ML636464244.npy,data\spectrograms\preview\spring_peeper\ML636464244.png,10.0,22050
XC895261_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC895261_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC895261_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC895261_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-84,american_bullfrog,data\processed\american_bullfrog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.wav,data\spectrograms\american_bullfrog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.npy,data\spectrograms\preview\american_bullfrog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.png,10.0,22050
mixkit-woman-cry-of-pain-2201,not_frogs,data\processed\not_frogs\mixkit-woman-cry-of-pain-2201.wav,data\spectrograms\not_frogs\mixkit-woman-cry-of-pain-2201.npy,data\spectrograms\preview\not_frogs\mixkit-woman-cry-of-pain-2201.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-88,green_tree_frog,data\processed\green_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-88.wav,data\spectrograms\green_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-88.npy,data\spectrograms\preview\green_tree_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-88.png,10.0,22050
mixkit-fly-buzz-trapped-in-a-window-2695,not_frogs,data\processed\not_frogs\mixkit-fly-buzz-trapped-in-a-window-2695.wav,data\spectrograms\not_frogs\mixkit-fly-buzz-trapped-in-a-window-2695.npy,data\spectrograms\preview\not_frogs\mixkit-fly-buzz-trapped-in-a-window-2695.png,10.0,22050
ML506563041_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML506563041_(1).wav,data\spectrograms\copes_gray_treefrog\ML506563041_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML506563041_(1).png,10.0,22050
250156,green_tree_frog,data\processed\green_tree_frog\250156.wav,data\spectrograms\green_tree_frog\250156.npy,data\spectrograms\preview\green_tree_frog\250156.png,10.0,22050
mixkit-wind-blowing-ambience-2658,not_frogs,data\processed\not_frogs\mixkit-wind-blowing-ambience-2658.wav,data\spectrograms\not_frogs\mixkit-wind-blowing-ambience-2658.npy,data\spectrograms\preview\not_frogs\mixkit-wind-blowing-ambience-2658.png,10.0,22050
ML207668,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\ML207668.wav,data\spectrograms\bird_voiced_tree_frog\ML207668.npy,data\spectrograms\preview\bird_voiced_tree_frog\ML207668.png,10.0,22050
mixkit-short-rooster-crowing-2470,not_frogs,data\processed\not_frogs\mixkit-short-rooster-crowing-2470.wav,data\spectrograms\not_frogs\mixkit-short-rooster-crowing-2470.npy,data\spectrograms\preview\not_frogs\mixkit-short-rooster-crowing-2470.png,10.0,22050
ML200899,american_toad,data\processed\american_toad\ML200899.wav,data\spectrograms\american_toad\ML200899.npy,data\spectrograms\preview\american_toad\ML200899.png,10.0,22050
XC891039_-_Upland_Chorus_Frog_-_Pseudacris_feriarum,upland_chorus_frog,data\processed\upland_chorus_frog\XC891039_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.wav,data\spectrograms\upland_chorus_frog\XC891039_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.npy,data\spectrograms\preview\upland_chorus_frog\XC891039_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.png,10.0,22050
ML199779,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199779.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199779.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199779.png,10.0,22050
ML506567411,southern_leopard_frog,data\processed\southern_leopard_frog\ML506567411.wav,data\spectrograms\southern_leopard_frog\ML506567411.npy,data\spectrograms\preview\southern_leopard_frog\ML506567411.png,10.0,22050
ML222936_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222936_(1).wav,data\spectrograms\copes_gray_treefrog\ML222936_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML222936_(1).png,10.0,22050
ML222913,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222913.wav,data\spectrograms\copes_gray_treefrog\ML222913.npy,data\spectrograms\preview\copes_gray_treefrog\ML222913.png,10.0,22050
MP183846,green_tree_frog,data\processed\green_tree_frog\MP183846.wav,data\spectrograms\green_tree_frog\MP183846.npy,data\spectrograms\preview\green_tree_frog\MP183846.png,10.0,22050
ML191197,northern_cricket_frog,data\processed\northern_cricket_frog\ML191197.wav,data\spectrograms\northern_cricket_frog\ML191197.npy,data\spectrograms\preview\northern_cricket_frog\ML191197.png,10.0,22050
ML183665,green_tree_frog,data\processed\green_tree_frog\ML183665.wav,data\spectrograms\green_tree_frog\ML183665.npy,data\spectrograms\preview\green_tree_frog\ML183665.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-77,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-77.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-77.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-77.png,10.0,22050
mixkit-angry-wild-cat-roar-89,not_frogs,data\processed\not_frogs\mixkit-angry-wild-cat-roar-89.wav,data\spectrograms\not_frogs\mixkit-angry-wild-cat-roar-89.npy,data\spectrograms\preview\not_frogs\mixkit-angry-wild-cat-roar-89.png,10.0,22050
ML183888,green_tree_frog,data\processed\green_tree_frog\ML183888.wav,data\spectrograms\green_tree_frog\ML183888.npy,data\spectrograms\preview\green_tree_frog\ML183888.png,10.0,22050
ML642685020,spring_peeper,data\processed\spring_peeper\ML642685020.wav,data\spectrograms\spring_peeper\ML642685020.npy,data\spectrograms\preview\spring_peeper\ML642685020.png,10.0,22050
ML635712665,american_toad,data\processed\american_toad\ML635712665.wav,data\spectrograms\american_toad\ML635712665.npy,data\spectrograms\preview\american_toad\ML635712665.png,10.0,22050
Hyla_avivoca_calling,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\Hyla_avivoca_calling.wav,data\spectrograms\bird_voiced_tree_frog\Hyla_avivoca_calling.npy,data\spectrograms\preview\bird_voiced_tree_frog\Hyla_avivoca_calling.png,10.0,22050
ML635010771,american_bullfrog,data\processed\american_bullfrog\ML635010771.wav,data\spectrograms\american_bullfrog\ML635010771.npy,data\spectrograms\preview\american_bullfrog\ML635010771.png,10.0,22050
ML635850761,american_bullfrog,data\processed\american_bullfrog\ML635850761.wav,data\spectrograms\american_bullfrog\ML635850761.npy,data\spectrograms\preview\american_bullfrog\ML635850761.png,10.0,22050
ML77289-_2025-10-21T215449.897,pickerel_frog,data\processed\pickerel_frog\ML77289-_2025-10-21T215449.897.wav,data\spectrograms\pickerel_frog\ML77289-_2025-10-21T215449.897.npy,data\spectrograms\preview\pickerel_frog\ML77289-_2025-10-21T215449.897.png,10.0,22050
ML237652,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML237652.wav,data\spectrograms\copes_gray_treefrog\ML237652.npy,data\spectrograms\preview\copes_gray_treefrog\ML237652.png,10.0,22050
ML222919,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222919.wav,data\spectrograms\copes_gray_treefrog\ML222919.npy,data\spectrograms\preview\copes_gray_treefrog\ML222919.png,10.0,22050
ML38807_-_2025-10-21T214916.312,pickerel_frog,data\processed\pickerel_frog\ML38807_-_2025-10-21T214916.312.wav,data\spectrograms\pickerel_frog\ML38807_-_2025-10-21T214916.312.npy,data\spectrograms\preview\pickerel_frog\ML38807_-_2025-10-21T214916.312.png,10.0,22050
gibbon,not_frogs,data\processed\not_frogs\gibbon.wav,data\spectrograms\not_frogs\gibbon.npy,data\spectrograms\preview\not_frogs\gibbon.png,10.0,22050
295182,spring_peeper,data\processed\spring_peeper\295182.wav,data\spectrograms\spring_peeper\295182.npy,data\spectrograms\preview\spring_peeper\295182.png,10.0,22050
XC890982_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\XC890982_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.wav,data\spectrograms\eastern_narrow_mouthed_toad\XC890982_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\XC890982_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.png,10.0,22050
Bullfrog_croaking,american_bullfrog,data\processed\american_bullfrog\Bullfrog_croaking.wav,data\spectrograms\american_bullfrog\Bullfrog_croaking.npy,data\spectrograms\preview\american_bullfrog\Bullfrog_croaking.png,10.0,22050
ML635610377,spring_peeper,data\processed\spring_peeper\ML635610377.wav,data\spectrograms\spring_peeper\ML635610377.npy,data\spectrograms\preview\spring_peeper\ML635610377.png,10.0,22050
ML184398,american_toad,data\processed\american_toad\ML184398.wav,data\spectrograms\american_toad\ML184398.npy,data\spectrograms\preview\american_toad\ML184398.png,10.0,22050
ML208227,american_toad,data\processed\american_toad\ML208227.wav,data\spectrograms\american_toad\ML208227.npy,data\spectrograms\preview\american_toad\ML208227.png,10.0,22050
ML202136,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML202136.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML202136.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML202136.png,10.0,22050
Upland_Chorus_Frog___Pseudacris_feriarum,upland_chorus_frog,data\processed\upland_chorus_frog\Upland_Chorus_Frog___Pseudacris_feriarum.wav,data\spectrograms\upland_chorus_frog\Upland_Chorus_Frog___Pseudacris_feriarum.npy,data\spectrograms\preview\upland_chorus_frog\Upland_Chorus_Frog___Pseudacris_feriarum.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-90,eastern_spadefoot_toad,data\processed\eastern_spadefoot_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-90.wav,data\spectrograms\eastern_spadefoot_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-90.npy,data\spectrograms\preview\eastern_spadefoot_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-90.png,10.0,22050
ML183797,green_tree_frog,data\processed\green_tree_frog\ML183797.wav,data\spectrograms\green_tree_frog\ML183797.npy,data\spectrograms\preview\green_tree_frog\ML183797.png,10.0,22050
ML194626,northern_cricket_frog,data\processed\northern_cricket_frog\ML194626.wav,data\spectrograms\northern_cricket_frog\ML194626.npy,data\spectrograms\preview\northern_cricket_frog\ML194626.png,10.0,22050
ML636866266,fowlers_toad,data\processed\fowlers_toad\ML636866266.wav,data\spectrograms\fowlers_toad\ML636866266.npy,data\spectrograms\preview\fowlers_toad\ML636866266.png,10.0,22050
ML207877,northern_cricket_frog,data\processed\northern_cricket_frog\ML207877.wav,data\spectrograms\northern_cricket_frog\ML207877.npy,data\spectrograms\preview\northern_cricket_frog\ML207877.png,10.0,22050
ML209177,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML209177.wav,data\spectrograms\copes_gray_treefrog\ML209177.npy,data\spectrograms\preview\copes_gray_treefrog\ML209177.png,10.0,22050
ML176165,american_toad,data\processed\american_toad\ML176165.wav,data\spectrograms\american_toad\ML176165.npy,data\spectrograms\preview\american_toad\ML176165.png,10.0,22050
Cope's_Gray_Tree_Frogs,copes_gray_treefrog,data\processed\copes_gray_treefrog\Cope's_Gray_Tree_Frogs.wav,data\spectrograms\copes_gray_treefrog\Cope's_Gray_Tree_Frogs.npy,data\spectrograms\preview\copes_gray_treefrog\Cope's_Gray_Tree_Frogs.png,10.0,22050
ML193946,northern_cricket_frog,data\processed\northern_cricket_frog\ML193946.wav,data\spectrograms\northern_cricket_frog\ML193946.npy,data\spectrograms\preview\northern_cricket_frog\ML193946.png,10.0,22050
ML637808393,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML637808393.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML637808393.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML637808393.png,10.0,22050
ML207067,american_toad,data\processed\american_toad\ML207067.wav,data\spectrograms\american_toad\ML207067.npy,data\spectrograms\preview\american_toad\ML207067.png,10.0,22050
XC890998_-_Fowler's_Toad_-_Anaxyrus_fowleri,fowlers_toad,data\processed\fowlers_toad\XC890998_-_Fowler's_Toad_-_Anaxyrus_fowleri.wav,data\spectrograms\fowlers_toad\XC890998_-_Fowler's_Toad_-_Anaxyrus_fowleri.npy,data\spectrograms\preview\fowlers_toad\XC890998_-_Fowler's_Toad_-_Anaxyrus_fowleri.png,10.0,22050
ML56767,american_bullfrog,data\processed\american_bullfrog\ML56767.wav,data\spectrograms\american_bullfrog\ML56767.npy,data\spectrograms\preview\american_bullfrog\ML56767.png,10.0,22050
ML198445,northern_cricket_frog,data\processed\northern_cricket_frog\ML198445.wav,data\spectrograms\northern_cricket_frog\ML198445.npy,data\spectrograms\preview\northern_cricket_frog\ML198445.png,10.0,22050
